Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
We're friends	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
We're BFFs	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
We're pals	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
Are we besties?	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
Am I your bestie?	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
You're my best bed	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd like you to be my pal.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if you could be my BFF	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if you could be my best friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if we could be pals.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if we could be friends.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if we could be buds.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if we could be buddies.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
Let's be friends	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if we could be best friends.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if you could be my friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd like you to be my friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd like you to be my buddy.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd like you to be my bud.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd like you to be my BFF	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd like you to be my best friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd like to be your pal.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd like to be your friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if we could be BFFs	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love to be your pal.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
Do you want to be my friend?	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
Let's be besties	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
Let's be best friends	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love you to be my pal.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love you to be my friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love you to be my buddy.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love you to be my bud.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if you could be my bud.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love you to be my best friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if you could be my buddy.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love to be your friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love to be your buddy.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love to be your bud.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love to be your BFF	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love to be your best friend.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love it if you could be my pal.	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
Let's be buddies	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'd love you to be my BFF	ChitChat.BeFriends	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	65
I'm your least favorite person	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You hate my guts	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You think I'm trash, don't you?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Did I say something to upset you?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm worried you hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Are you pissed off at me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
What did I do to make you angry?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I can tell you're mad at me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why can't you stand me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You don't like me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm sorry you hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Now you hate me, huh?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I hope you don't dislike me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I hope you don't hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I think you hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I think you must hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm sorry I make you angry	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm sorry I pissed you off	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I can tell when you are mad at me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm sorry you hate me so much	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm worried that you don't like me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm worried that you hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm worried you dislike me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Are you angry with me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm sorry I make you mad	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Do you hate my guts?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Are you mad at me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Are you pissed with me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Did I do something to make you angry?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Did I do something to make you mad?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Did I do something to make you pissed off?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I hope you do not hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Do you hate me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Oh gosh, you hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Do you loathe me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Do you not like me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I am worried that you don't like me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I am worried that you hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I am worried you hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I can tell that you hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Do you dislike me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why are you upset with me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I'm worried you might hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You can't stand me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Did I upset you?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You're mad at me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why do you detest me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
What did I do to anger you?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You must really hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why are you mad at me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I pissed you off	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You must be upset with me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I upset you	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You're not fond of me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Did I say something that upset you?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
What did I do to make you hate me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
What did I do to make you pissed off?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
What did I do to make you pissed?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why do you dislike me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why do you hate me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why do you hate me so much?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You hate me, don't you?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I made you mad	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You must hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You hate me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
You dislike me	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why do you not like me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
Why don't you like me?	ChitChat.YouHateMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	66
I could really use a hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can I get a little hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
A hug would be nice	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can we hug it out?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Let's hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can I please get a hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
I want a hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
I could use a hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can you hug me?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Will you give me a hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can I have a big hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can I have a little hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can you give me a big hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can you give me a hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can you give me a little hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
I need a big hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
I need a hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Will you give me a big hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Will you hug me?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Would you give me a big hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Would you give me a hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can I get a big hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can I please have a hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can I get a hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
I really need a hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Can we hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Would you give me a little hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Let's hug it out	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
I'd love a hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
I'd like a hug	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
Do you want to give me a hug?	ChitChat.CanYouHugMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	67
What's my job?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
When was I born?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I go to school?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know who I am?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What are my hobbies?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a grandma?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Who's my favorite singer?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know anything about me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my name?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have any siblings?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
How old am I?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know what I like?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know where I live?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know who this is?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you not know who this is?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you not remember me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you think you know me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you think you know who I am?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Don't you know me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Don't you know who I am ?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What is my favorite sport?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Don't you remember who I am?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know me well?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
How well do you know me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
How well do you think you know me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What am I called?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What are my fears?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What are my goals?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What are you thinking about me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What do you know about me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What information do you have on me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What is my favorite food?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a father?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Don't you remember me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have any fears?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a grandfather?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a grandmother?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a grandpa?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a grandparent?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a mother?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a parent?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I employed?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I in school?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have a job?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know my name?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have any dreams?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have any goals?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have any kids?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have any pets?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you even know me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you even know my name?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you even know who I am?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know about me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know me personally?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What is my name?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have any children?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Who's my best friend?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my ethnicity?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Where am I from?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Where was I born?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my age?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my favorite song?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a brother?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Am I a sister?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have siblings?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have a brother?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have a sister?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What is my favorite hobby?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my last name?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my date of birth?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my address?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
You don't know anything about me	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What do you know about my life?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my middle name?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do I have any nicknames?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Who's my favorite actor?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Who's my favorite actress?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my favorite band?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know anything about my life?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my first name?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Who is my favorite celebrity?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What is my sign?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What things do you know about me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my favorite food?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my favorite movie?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my favorite sport?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's something you know about me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Where am I going on holiday?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Where am I going on vacation?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Where do I go to school?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Where do I work?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my race?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Who do you think I am?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my favorite color?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Who is my favorite team?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
You do not know me	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
You do not know who I am	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
You don't know me	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
You don't know who I am	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my nickname?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What's my gender?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
When's my birthday?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
What do I do for work?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you know anything about me?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Who am I?	ChitChat.TellMeAboutMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	68
Do you like me?	ChitChat.DoYouLikeMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	69
Do you think I'm likable?	ChitChat.DoYouLikeMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	69
I want you to like me	ChitChat.DoYouLikeMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	69
I wonder if I'm likeable	ChitChat.DoYouLikeMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	69
Do you find me likable?	ChitChat.DoYouLikeMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	69
I wonder if I'm a likeable person	ChitChat.DoYouLikeMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	69
