Utterance	Intent	Orchestration Name
I've never been happier	IamHappy	ChitChat
Life is amazing	IamHappy	ChitChat
Life is awesome	IamHappy	ChitChat
I'm the happiest gal in the world	IamHappy	ChitChat
Life is good	IamHappy	ChitChat
I'm the happiest boy in the world	IamHappy	ChitChat
Oh happy day	IamHappy	ChitChat
Today is the best	IamHappy	ChitChat
We couldn’t be happier	IamHappy	ChitChat
What a fantastic day	IamHappy	ChitChat
What a glorious day	IamHappy	ChitChat
what a great day	IamHappy	ChitChat
What a happy day	IamHappy	ChitChat
What a joyous day	IamHappy	ChitChat
What an amazing day	IamHappy	ChitChat
What can I say? I'm just happy	IamHappy	ChitChat
Life is beautiful	IamHappy	ChitChat
I'm on cloud 9	IamHappy	ChitChat
I'm having a great day	IamHappy	ChitChat
I'm in a great mood	IamHappy	ChitChat
I'm in good spirits	IamHappy	ChitChat
I'm joyous	IamHappy	ChitChat
I'm just a cheerful gal	IamHappy	ChitChat
I'm just a cheerful girl	IamHappy	ChitChat
I'm just a cheerful kind of guy	IamHappy	ChitChat
I'm just a cheery person	IamHappy	ChitChat
I'm the happiest gal on earth	IamHappy	ChitChat
I'm living the dream	IamHappy	ChitChat
You've never met anyone more joyful than me	IamHappy	ChitChat
I'm on cloud nine	IamHappy	ChitChat
I'm on top of the world	IamHappy	ChitChat
I'm one happy camper	IamHappy	ChitChat
I'm over the moon	IamHappy	ChitChat
I'm positively ecstatic	IamHappy	ChitChat
I'm so gosh darn happy	IamHappy	ChitChat
I'm so happy	IamHappy	ChitChat
I'm so happy I could just die	IamHappy	ChitChat
I'm just thrilled	IamHappy	ChitChat
I have returned	ImBack	ChitChat
I am present and accounted for	ImBack	ChitChat
I'm back on the computer	ImBack	ChitChat
I have arrived	ImBack	ChitChat
Your girl is back	ImBack	ChitChat
I'm here in the flesh	ImBack	ChitChat
Tada! Here I am!	ImBack	ChitChat
I am present	ImBack	ChitChat
I'm back	ImBack	ChitChat
I am here	ImBack	ChitChat
And we're back	ImBack	ChitChat
Bot I'm here	ImBack	ChitChat
Bro I'm here	ImBack	ChitChat
Girl I am back	ImBack	ChitChat
Here I am	ImBack	ChitChat
Here I am dude	ImBack	ChitChat
Hey dude, I'm back	ImBack	ChitChat
Hey I'm back	ImBack	ChitChat
And now I'm back	ImBack	ChitChat
Sup I'm back	ImBack	ChitChat
Tada! I'm back	ImBack	ChitChat
Tada! I'm here	ImBack	ChitChat
Yo I'm back	ImBack	ChitChat
You better believe I'm here	ImBack	ChitChat
Your boy is back	ImBack	ChitChat
I require sustenance	ImHungry	ChitChat
I'm famished	ImHungry	ChitChat
I feel peckish	ImHungry	ChitChat
I'm so hungry	ImHungry	ChitChat
I have the munchies	ImHungry	ChitChat
I want food	ImHungry	ChitChat
I'm starving	ImHungry	ChitChat
Nom	ImHungry	ChitChat
I could eat a horse	ImHungry	ChitChat
My stomach is rumbling	ImHungry	ChitChat
Hangry	ImHungry	ChitChat
I have hunger	ImHungry	ChitChat
I need food in my belly	ImHungry	ChitChat
I feel a little peckish	ImHungry	ChitChat
I need sustenance	ImHungry	ChitChat
I want a snack	ImHungry	ChitChat
I want noms	ImHungry	ChitChat
I want some food	ImHungry	ChitChat
I want to eat	ImHungry	ChitChat
I'd love some food	ImHungry	ChitChat
I need noms	ImHungry	ChitChat
I am so hungry	ImHungry	ChitChat
Hunger	ImHungry	ChitChat
Hungry	ImHungry	ChitChat
I am a little hungry	ImHungry	ChitChat
I am famished	ImHungry	ChitChat
I am feeling peckish	ImHungry	ChitChat
I feel hungry	ImHungry	ChitChat
I am hungry	ImHungry	ChitChat
I'm craving a snack	ImHungry	ChitChat
I am so hungry I could eat a horse	ImHungry	ChitChat
I am starving	ImHungry	ChitChat
I am super hungry	ImHungry	ChitChat
I am very hungry	ImHungry	ChitChat
I could eat	ImHungry	ChitChat
I could eat a bear	ImHungry	ChitChat
I am hangry	ImHungry	ChitChat
My tummy is rumbling	ImHungry	ChitChat
I'm very hunger	ImHungry	ChitChat
I've got the munchies	ImHungry	ChitChat
Me hungry	ImHungry	ChitChat
Me want food	ImHungry	ChitChat
My stomach is growling	ImHungry	ChitChat
I'm a bit peckish	ImHungry	ChitChat
My tummy is growling	ImHungry	ChitChat
Need food	ImHungry	ChitChat
Need food now	ImHungry	ChitChat
Need noms	ImHungry	ChitChat
Nom nom nom	ImHungry	ChitChat
Want food now	ImHungry	ChitChat
I'm hungry	ImHungry	ChitChat
So hungry	ImHungry	ChitChat
I'm craving food	ImHungry	ChitChat
I'm feeling a little hungry	ImHungry	ChitChat
I'm feeling hangry	ImHungry	ChitChat
I'm feeling hungry	ImHungry	ChitChat
I'm super hungry	ImHungry	ChitChat
I'm hangry	ImHungry	ChitChat
I'm starving to death	ImHungry	ChitChat
I'm hungry af	ImHungry	ChitChat
I'm peckish	ImHungry	ChitChat
I'm so hungry I could eat a bear	ImHungry	ChitChat
I'm so hungry I could eat a horse	ImHungry	ChitChat
I'm a little hungry	ImHungry	ChitChat
I'm feeling peckish	ImHungry	ChitChat
I'm a Socialist	None	ChitChat
I'm a soccer fan	None	ChitChat
I am underweight	None	ChitChat
I am a Libertarian	None	ChitChat
I am a journalist	None	ChitChat
I am American	None	ChitChat
I'm a child	None	ChitChat
I'm an educator	None	ChitChat
I'm a pagan	None	ChitChat
I'm Italian	None	ChitChat
I am on a boat	None	ChitChat
I am engaged	None	ChitChat
I am lazy	None	ChitChat
I am liberal	None	ChitChat
I am married	None	ChitChat
I am Mexican	None	ChitChat
I am middle-aged	None	ChitChat
I am Latina	None	ChitChat
I am old	None	ChitChat
I am Korean	None	ChitChat
I am on a business trip	None	ChitChat
I am on the road	None	ChitChat
I am overweight	None	ChitChat
I am pregnant	None	ChitChat
I am religious	None	ChitChat
I am Russian	None	ChitChat
I am self-employed	None	ChitChat
I am Native American	None	ChitChat
I am in Seattle	None	ChitChat
I am Ethiopian	None	ChitChat
I am fat	None	ChitChat
I am French	None	ChitChat
I am German	None	ChitChat
I am handsome	None	ChitChat
I am Latino	None	ChitChat
I am in a relationship	None	ChitChat
I am shy	None	ChitChat
I am in the city	None	ChitChat
I am in the country	None	ChitChat
I am Indian	None	ChitChat
I am Irish	None	ChitChat
I am Italian	None	ChitChat
I am Japanese	None	ChitChat
I am Jewish	None	ChitChat
I am Hispanic	None	ChitChat
I'm a boxer	None	ChitChat
I have the flu	None	ChitChat
I'm a Baby Boomer	None	ChitChat
I'm a bartender	None	ChitChat
I'm a baseball fan	None	ChitChat
I'm a basketball fan	None	ChitChat
I'm a Bernie supporter	None	ChitChat
I am sexy	None	ChitChat
I'm a blogger	None	ChitChat
I have brothers	None	ChitChat
I'm a boy	None	ChitChat
I'm a bro	None	ChitChat
I'm a Buddhist	None	ChitChat
I'm a Capitalist	None	ChitChat
I'm a carnivore	None	ChitChat
I'm a cat person	None	ChitChat
I am a bartender	None	ChitChat
I'm a Biden supporter	None	ChitChat
I am white	None	ChitChat
I am doing that	None	ChitChat
I am sick	None	ChitChat
I am single	None	ChitChat
I am skinny	None	ChitChat
I am strong	None	ChitChat
I am tall	None	ChitChat
I have sisters	None	ChitChat
I am weak	None	ChitChat
I have duel citizenship	None	ChitChat
I am young	None	ChitChat
I have a big family	None	ChitChat
I have a brother	None	ChitChat
I have a cold	None	ChitChat
I have a fever	None	ChitChat
I have a sister	None	ChitChat
I am short	None	ChitChat
I am Vietnamese	None	ChitChat
I am a muslim	None	ChitChat
I am English	None	ChitChat
I am a Hoosier	None	ChitChat
I am a lawyer	None	ChitChat
I am a liberal	None	ChitChat
I am a game designer	None	ChitChat
I am a librarian	None	ChitChat
I am a Democrat	None	ChitChat
I am a pagan	None	ChitChat
I am a Pisces	None	ChitChat
I am a Republican	None	ChitChat
I am a salesman	None	ChitChat
I am a scientist	None	ChitChat
I am a soccer fan	None	ChitChat
I am a Socialist	None	ChitChat
I am a Libra	None	ChitChat
I am a chef	None	ChitChat
I am a baseball fan	None	ChitChat
I am a basketball fan	None	ChitChat
I am a Bernie supporter	None	ChitChat
I am a Biden supporter	None	ChitChat
I am a blogger	None	ChitChat
I am a Buddhist	None	ChitChat
I am a hindu	None	ChitChat
I am a carnivore	None	ChitChat
I am a teacher	None	ChitChat
I am a child of god	None	ChitChat
I am a Christian	None	ChitChat
I am a Communist	None	ChitChat
I am a conservative	None	ChitChat
I am a cook	None	ChitChat
I am a cop	None	ChitChat
I am a CPA	None	ChitChat
I am a Capitalist	None	ChitChat
I am bipolar	None	ChitChat
I am an engineer	None	ChitChat
I am an extrovert	None	ChitChat
I am an immigrant	None	ChitChat
I am an Independent	None	ChitChat
I am an introvert	None	ChitChat
I am an only child	None	ChitChat
I am a student	None	ChitChat
I am bald	None	ChitChat
I am an artist	None	ChitChat
I am black	None	ChitChat
I am Canadian	None	ChitChat
I am Chinese	None	ChitChat
I am competitive	None	ChitChat
I am conservative	None	ChitChat
I am cute	None	ChitChat
I am divorced	None	ChitChat
I am athletic	None	ChitChat
I am a writer	None	ChitChat
I'm a child of god	None	ChitChat
I am a tech journalist	None	ChitChat
I am a tech worker	None	ChitChat
I am a teenager	None	ChitChat
I am a Trump supporter	None	ChitChat
I am a vegan	None	ChitChat
I am a vegetarian	None	ChitChat
I am an educator	None	ChitChat
I am a Warren supporter	None	ChitChat
I am an atheist	None	ChitChat
I am African American	None	ChitChat
I am an activist	None	ChitChat
I am an agnostic	None	ChitChat
I am an Aquarius	None	ChitChat
I am an Aries	None	ChitChat
I am a Taurus	None	ChitChat
I am a Virgo	None	ChitChat
I'm in a relationship	None	ChitChat
I'm black	None	ChitChat
I'm Gen Y	None	ChitChat
I'm Gen Z	None	ChitChat
I'm German	None	ChitChat
I'm going to do that	None	ChitChat
I'm handsome	None	ChitChat
I'm gangsta	None	ChitChat
I'm Hispanic	None	ChitChat
I'm from there	None	ChitChat
I'm in Seattle	None	ChitChat
I'm in the city	None	ChitChat
I'm in the country	None	ChitChat
I'm Indian	None	ChitChat
I'm Irish	None	ChitChat
I'm Japanese	None	ChitChat
I'm hindu	None	ChitChat
I'm cute	None	ChitChat
I'm a chef	None	ChitChat
I'm blonde	None	ChitChat
I'm brunette	None	ChitChat
I'm Canadian	None	ChitChat
I'm Chinese	None	ChitChat
I'm competitive	None	ChitChat
I'm gay	None	ChitChat
I'm currently travelling	None	ChitChat
I'm Latina	None	ChitChat
I'm divorced	None	ChitChat
I'm doing that	None	ChitChat
I'm engaged	None	ChitChat
I'm English	None	ChitChat
I'm Ethiopian	None	ChitChat
I'm fat	None	ChitChat
I'm French	None	ChitChat
I'm conservative	None	ChitChat
I'm the king	None	ChitChat
I'm short	None	ChitChat
I'm shy	None	ChitChat
I'm sick	None	ChitChat
I'm single	None	ChitChat
I'm skinny	None	ChitChat
I'm strong	None	ChitChat
I'm Jewish	None	ChitChat
I'm the best	None	ChitChat
I'm Russian	None	ChitChat
I'm the queen	None	ChitChat
I'm thick	None	ChitChat
I'm underweight	None	ChitChat
I'm Vietnamese	None	ChitChat
I'm weak	None	ChitChat
I'm white	None	ChitChat
I'm young	None	ChitChat
I'm tall	None	ChitChat
I'm old	None	ChitChat
I'm bisexual	None	ChitChat
I'm Latino	None	ChitChat
I'm lazy	None	ChitChat
I'm liberal	None	ChitChat
I'm married	None	ChitChat
I'm Mexican	None	ChitChat
I'm middle-aged	None	ChitChat
I'm sexy	None	ChitChat
I'm Native American	None	ChitChat
I'm self-employed	None	ChitChat
I'm on a boat	None	ChitChat
I'm on a business trip	None	ChitChat
I'm on the road	None	ChitChat
I'm overweight	None	ChitChat
I'm pregnant	None	ChitChat
I'm religious	None	ChitChat
I'm Korean	None	ChitChat
I'm muslim	None	ChitChat
I'm a Pisces	None	ChitChat
I'm blond	None	ChitChat
I'm a liberal	None	ChitChat
I'm a Libertarian	None	ChitChat
I'm a Libra	None	ChitChat
I'm a librarian	None	ChitChat
I'm a man	None	ChitChat
I'm a journalist	None	ChitChat
I'm a Hoosier	None	ChitChat
I'm a redhead	None	ChitChat
I'm a Republican	None	ChitChat
I'm a robot	None	ChitChat
I'm a salesman	None	ChitChat
I'm a scientist	None	ChitChat
I'm a millennial	None	ChitChat
I'm a diver	None	ChitChat
I'm a Christian	None	ChitChat
I'm a Communist	None	ChitChat
I'm a conservative	None	ChitChat
I'm a cook	None	ChitChat
I'm a cop	None	ChitChat
I'm a CPA	None	ChitChat
I'm a lawyer	None	ChitChat
I'm a dime	None	ChitChat
I'm a Taurus	None	ChitChat
I'm a dog person	None	ChitChat
I'm a fighter	None	ChitChat
I'm a game designer	None	ChitChat
I'm a gangster	None	ChitChat
I'm a genius	None	ChitChat
I'm a girl	None	ChitChat
I'm a golfer	None	ChitChat
I'm a Democrat	None	ChitChat
I'm an immigrant	None	ChitChat
I'm an Aquarius	None	ChitChat
I'm an Aries	None	ChitChat
I'm an artist	None	ChitChat
I'm an astronaut	None	ChitChat
I'm an atheist	None	ChitChat
I'm a student	None	ChitChat
I'm an extrovert	None	ChitChat
I'm an activist	None	ChitChat
I'm an Independent	None	ChitChat
I'm an introvert	None	ChitChat
I'm an only child	None	ChitChat
I'm athletic	None	ChitChat
I'm awesome	None	ChitChat
I'm bald	None	ChitChat
I'm bipolar	None	ChitChat
I'm an engineer	None	ChitChat
I'm a Warren supporter	None	ChitChat
I'm a Leo	None	ChitChat
I'm a teacher	None	ChitChat
I'm a tech journalist	None	ChitChat
I'm a tech worker	None	ChitChat
I'm a teenager	None	ChitChat
I'm a Trump supporter	None	ChitChat
I'm a vegan	None	ChitChat
I'm an alien	None	ChitChat
I'm a Virgo	None	ChitChat
I'm an adult	None	ChitChat
I'm a woman	None	ChitChat
I'm a writer	None	ChitChat
I'm African American	None	ChitChat
I'm agnostic	None	ChitChat
I'm amazing	None	ChitChat
I'm American	None	ChitChat
I'm a swimmer	None	ChitChat
I'm a vegetarian	None	ChitChat
I'm just messing with you	IamJoking	ChitChat
Did you understand that was a joke?	IamJoking	ChitChat
I'm just being silly	IamJoking	ChitChat
I'm just playing	IamJoking	ChitChat
Don't trip about it I was just kidding	IamJoking	ChitChat
I'm just joking around	IamJoking	ChitChat
You probably shouldn't take me to seriously	IamJoking	ChitChat
I'm just a prankster	IamJoking	ChitChat
I'm just fooling	IamJoking	ChitChat
Don't worry it was a prank	IamJoking	ChitChat
I was just messing around	IamJoking	ChitChat
Can't you understand that was a joke?	IamJoking	ChitChat
I'm just being a silly billy	IamJoking	ChitChat
I'm just being a goof ball	IamJoking	ChitChat
I'm just being a goof	IamJoking	ChitChat
I'm a prankster	IamJoking	ChitChat
I was just pranking you	IamJoking	ChitChat
I was just having a laugh	IamJoking	ChitChat
I was just goofing around	IamJoking	ChitChat
Don't worry it was a joke	IamJoking	ChitChat
Come on that was funny	IamJoking	ChitChat
I'm a joker	IamJoking	ChitChat
JK	IamJoking	ChitChat
You don't need to take me seriously	IamJoking	ChitChat
That wasn't supposed to be serious	IamJoking	ChitChat
That was a joke	IamJoking	ChitChat
Just playing with you	IamJoking	ChitChat
Just playing	IamJoking	ChitChat
Just messing around	IamJoking	ChitChat
Just kidding	IamJoking	ChitChat
I'm just foolin	IamJoking	ChitChat
Joke's on you	IamJoking	ChitChat
It was just a little joke	IamJoking	ChitChat
It was just a little prank	IamJoking	ChitChat
It was just a joke	IamJoking	ChitChat
I'm not serious	IamJoking	ChitChat
I'm just kidding around	IamJoking	ChitChat
Just joshing around	IamJoking	ChitChat
I wish I had a friend	IFeelAlone	ChitChat
I feel abandoned	IFeelAlone	ChitChat
I'm all alone	IFeelAlone	ChitChat
I'm lonely	IFeelAlone	ChitChat
I have no friends	IFeelAlone	ChitChat
I have no one to talk to	IFeelAlone	ChitChat
All my friends left me	IFeelAlone	ChitChat
Nobody wants me	IFeelAlone	ChitChat
I feel so alone	IFeelAlone	ChitChat
I feel isolated	IFeelAlone	ChitChat
I wish I knew how to make friends	IFeelAlone	ChitChat
I feel very alone	IFeelAlone	ChitChat
I have a problem feeling all alone	IFeelAlone	ChitChat
I have a problem with feeling lonely	IFeelAlone	ChitChat
I live a lonely life	IFeelAlone	ChitChat
I live a very lonely life	IFeelAlone	ChitChat
I need a friend	IFeelAlone	ChitChat
I need someone to talk to	IFeelAlone	ChitChat
I want someone to love	IFeelAlone	ChitChat
I want someone to talk to	IFeelAlone	ChitChat
I'm all alone in the world	IFeelAlone	ChitChat
I wish I had someone to talk to	IFeelAlone	ChitChat
I feel so desolate	IFeelAlone	ChitChat
I wish I wasn't alone	IFeelAlone	ChitChat
I wish I wasn't lonely	IFeelAlone	ChitChat
I wish I weren't so alone	IFeelAlone	ChitChat
If only I had a friend	IFeelAlone	ChitChat
I'm a  lonesome gal	IFeelAlone	ChitChat
I'm a lonely gal	IFeelAlone	ChitChat
I'm a lonely girl	IFeelAlone	ChitChat
I'm a lonely guy	IFeelAlone	ChitChat
I'm a lonely person	IFeelAlone	ChitChat
I'm a lonesome girl	IFeelAlone	ChitChat
I'm a lonesome guy	IFeelAlone	ChitChat
I'm a lonesome person	IFeelAlone	ChitChat
All my friends are gone	IFeelAlone	ChitChat
I wish I had someone to keep me company	IFeelAlone	ChitChat
I don't have any friends	IFeelAlone	ChitChat
All my friends left	IFeelAlone	ChitChat
Everybody has friends but me	IFeelAlone	ChitChat
Everybody hates me	IFeelAlone	ChitChat
Everyone has friends but me	IFeelAlone	ChitChat
How can I make friends?	IFeelAlone	ChitChat
How do I make friends?	IFeelAlone	ChitChat
I am all alone	IFeelAlone	ChitChat
I am alone	IFeelAlone	ChitChat
I am isolated	IFeelAlone	ChitChat
I am lonesome	IFeelAlone	ChitChat
I am so alone	IFeelAlone	ChitChat
I can't seem to make friends	IFeelAlone	ChitChat
I feel so lonely	IFeelAlone	ChitChat
I'm all by myself	IFeelAlone	ChitChat
I feel lonesome	IFeelAlone	ChitChat
I feel like I'm all by myself	IFeelAlone	ChitChat
I don't have a single friend	IFeelAlone	ChitChat
I feel deserted	IFeelAlone	ChitChat
I don't have a single friend in the world	IFeelAlone	ChitChat
I don't like being so solitary	IFeelAlone	ChitChat
I don't know how to make friends	IFeelAlone	ChitChat
I don't have anyone to talk to	IFeelAlone	ChitChat
I don't have anyone to spend time with	IFeelAlone	ChitChat
I don't have anyone to do things with	IFeelAlone	ChitChat
I feel so isolated	IFeelAlone	ChitChat
I feel desolate and alone	IFeelAlone	ChitChat
Sometimes I feel like I've been abandoned	IFeelAlone	ChitChat
No one wants to spend any time with me	IFeelAlone	ChitChat
Nobody cares about me	IFeelAlone	ChitChat
Nobody likes me	IFeelAlone	ChitChat
Nobody wants me around	IFeelAlone	ChitChat
Nobody wants to be my friend	IFeelAlone	ChitChat
Nobody wants to be with me	IFeelAlone	ChitChat
Nobody wants to play with me	IFeelAlone	ChitChat
Nobody wants to spend time with me	IFeelAlone	ChitChat
Nobody wants to talk to me	IFeelAlone	ChitChat
Sometimes I feel blue and alone	IFeelAlone	ChitChat
Sometimes I feel deserted	IFeelAlone	ChitChat
Sometimes I feel isolated	IFeelAlone	ChitChat
No one wants to do things with me	IFeelAlone	ChitChat
Sometimes I feel lonely	IFeelAlone	ChitChat
Sometimes I feel sad and lonely	IFeelAlone	ChitChat
The world is a lonely place	IFeelAlone	ChitChat
There's no one for me to talk to	IFeelAlone	ChitChat
There's no one here to keep me company	IFeelAlone	ChitChat
There's no one to hang out with	IFeelAlone	ChitChat
There's no one to play with	IFeelAlone	ChitChat
There's no one to talk to	IFeelAlone	ChitChat
What happened to all my friends?	IFeelAlone	ChitChat
Where did all my friends go?	IFeelAlone	ChitChat
Why can't I make any friends?	IFeelAlone	ChitChat
Why doesn't anyone like me?	IFeelAlone	ChitChat
Why don't I have any friends?	IFeelAlone	ChitChat
Sometimes I feel desolate and alone	IFeelAlone	ChitChat
I'm tired of playing solitaire with life	IFeelAlone	ChitChat
I'm alone in the world	IFeelAlone	ChitChat
I'm feeling a little alone today	IFeelAlone	ChitChat
I'm forever alone	IFeelAlone	ChitChat
I'm friendless	IFeelAlone	ChitChat
I'm going to die alone	IFeelAlone	ChitChat
I'm isolated	IFeelAlone	ChitChat
I'm lonesome	IFeelAlone	ChitChat
I'm so alone	IFeelAlone	ChitChat
I'm so lonely	IFeelAlone	ChitChat
I'm so lonesome	IFeelAlone	ChitChat
I'm so lonesome I could cry	IFeelAlone	ChitChat
I'm so tired of being alone	IFeelAlone	ChitChat
No one wants to play with me	IFeelAlone	ChitChat
No one cares about me	IFeelAlone	ChitChat
Why don't I have friends?	IFeelAlone	ChitChat
No one wants to be with me	IFeelAlone	ChitChat
No one wants me around	IFeelAlone	ChitChat
No one wants me	IFeelAlone	ChitChat
No one thinks about me	IFeelAlone	ChitChat
I'm so tired of feeling lonely	IFeelAlone	ChitChat
No one ever thinks about me	IFeelAlone	ChitChat
I'm tired of being alone	IFeelAlone	ChitChat
My life is lonely	IFeelAlone	ChitChat
I've been deserted	IFeelAlone	ChitChat
I've been abandoned	IFeelAlone	ChitChat
It's a cruel world and I'm lonely	IFeelAlone	ChitChat
I'm totally isolated	IFeelAlone	ChitChat
No one wants to hang out with me	IFeelAlone	ChitChat
No one gives a crap about me	IFeelAlone	ChitChat
I love to cook	ILoveRandomThing	ChitChat
I love music	ILoveRandomThing	ChitChat
I love my family	ILoveRandomThing	ChitChat
I love drinking	ILoveRandomThing	ChitChat
I love playing football	ILoveRandomThing	ChitChat
I love cheeseburgers	ILoveRandomThing	ChitChat
I love ponies	ILoveRandomThing	ChitChat
I love New York	ILoveRandomThing	ChitChat
I love walking	ILoveRandomThing	ChitChat
I love tuesdays	ILoveRandomThing	ChitChat
I love Korean food	ILoveRandomThing	ChitChat
I love hip hop	ILoveRandomThing	ChitChat
I love history	ILoveRandomThing	ChitChat
I love horror movies	ILoveRandomThing	ChitChat
I love hunting	ILoveRandomThing	ChitChat
I love ice cream	ILoveRandomThing	ChitChat
I love Independence day	ILoveRandomThing	ChitChat
I love London	ILoveRandomThing	ChitChat
I love journaling	ILoveRandomThing	ChitChat
I love Hanukkah	ILoveRandomThing	ChitChat
I love Kwanza	ILoveRandomThing	ChitChat
I love LA	ILoveRandomThing	ChitChat
I love ladies night	ILoveRandomThing	ChitChat
I love lamp	ILoveRandomThing	ChitChat
I love learning	ILoveRandomThing	ChitChat
I love life	ILoveRandomThing	ChitChat
I love a challenge	ILoveRandomThing	ChitChat
I love Japanese food	ILoveRandomThing	ChitChat
I love getting valentines	ILoveRandomThing	ChitChat
I love foxes	ILoveRandomThing	ChitChat
I love free speech	ILoveRandomThing	ChitChat
I love french fries	ILoveRandomThing	ChitChat
I love fresh bread	ILoveRandomThing	ChitChat
I love fresh flowers	ILoveRandomThing	ChitChat
I love fresh fruit	ILoveRandomThing	ChitChat
I love fridays	ILoveRandomThing	ChitChat
I love hiking	ILoveRandomThing	ChitChat
I love getting a compliment	ILoveRandomThing	ChitChat
I love Hawaii	ILoveRandomThing	ChitChat
I love glasses	ILoveRandomThing	ChitChat
I love going to church	ILoveRandomThing	ChitChat
I love going to the movies	ILoveRandomThing	ChitChat
I love golfing	ILoveRandomThing	ChitChat
I love gossip	ILoveRandomThing	ChitChat
I love Halloween	ILoveRandomThing	ChitChat
I love massages	ILoveRandomThing	ChitChat
I love gardening	ILoveRandomThing	ChitChat
I love my pet	ILoveRandomThing	ChitChat
I love my hometown	ILoveRandomThing	ChitChat
I love my house	ILoveRandomThing	ChitChat
I love my house plants	ILoveRandomThing	ChitChat
I love my job	ILoveRandomThing	ChitChat
I love my kids	ILoveRandomThing	ChitChat
I love my laptop	ILoveRandomThing	ChitChat
I love lobsters	ILoveRandomThing	ChitChat
I love my new shoes	ILoveRandomThing	ChitChat
I love my grandfather	ILoveRandomThing	ChitChat
I love my phone	ILoveRandomThing	ChitChat
I love my record collection	ILoveRandomThing	ChitChat
I love my school	ILoveRandomThing	ChitChat
I love my tattoos	ILoveRandomThing	ChitChat
I love mysteries	ILoveRandomThing	ChitChat
I love mystery novels	ILoveRandomThing	ChitChat
I love my new car	ILoveRandomThing	ChitChat
I love Maui	ILoveRandomThing	ChitChat
I love meditation	ILoveRandomThing	ChitChat
I love Mexican food	ILoveRandomThing	ChitChat
I love Mexico	ILoveRandomThing	ChitChat
I love Milan	ILoveRandomThing	ChitChat
I love milkshakes	ILoveRandomThing	ChitChat
I love mondays	ILoveRandomThing	ChitChat
I love my haircut	ILoveRandomThing	ChitChat
I love monkies	ILoveRandomThing	ChitChat
I love my grandmother	ILoveRandomThing	ChitChat
I love my alma mater	ILoveRandomThing	ChitChat
I love my car	ILoveRandomThing	ChitChat
I love my cat	ILoveRandomThing	ChitChat
I love my dog	ILoveRandomThing	ChitChat
I love my girlfriend	ILoveRandomThing	ChitChat
I love fishing	ILoveRandomThing	ChitChat
I love money	ILoveRandomThing	ChitChat
I love cats	ILoveRandomThing	ChitChat
I love bison	ILoveRandomThing	ChitChat
I love board games	ILoveRandomThing	ChitChat
I love bowling	ILoveRandomThing	ChitChat
I love breakfast in bed	ILoveRandomThing	ChitChat
I love brunch	ILoveRandomThing	ChitChat
I love burgers	ILoveRandomThing	ChitChat
I love football	ILoveRandomThing	ChitChat
I love Canada	ILoveRandomThing	ChitChat
I love being sad	ILoveRandomThing	ChitChat
I love cereal	ILoveRandomThing	ChitChat
I love chatting	ILoveRandomThing	ChitChat
I love cheese	ILoveRandomThing	ChitChat
I love chick flicks	ILoveRandomThing	ChitChat
I love chicken	ILoveRandomThing	ChitChat
I love Chinese food	ILoveRandomThing	ChitChat
I love camping	ILoveRandomThing	ChitChat
I love baking	ILoveRandomThing	ChitChat
I love a good book	ILoveRandomThing	ChitChat
I love a good conversation	ILoveRandomThing	ChitChat
I love a spirited debate	ILoveRandomThing	ChitChat
I love adventure books	ILoveRandomThing	ChitChat
I love alcohol	ILoveRandomThing	ChitChat
I love America	ILoveRandomThing	ChitChat
I love amusement parks	ILoveRandomThing	ChitChat
I love birds	ILoveRandomThing	ChitChat
I love bacon	ILoveRandomThing	ChitChat
I love biking	ILoveRandomThing	ChitChat
I love ballroom dancing	ILoveRandomThing	ChitChat
I love Barcelona	ILoveRandomThing	ChitChat
I love bears	ILoveRandomThing	ChitChat
I love being happy	ILoveRandomThing	ChitChat
I love being in love	ILoveRandomThing	ChitChat
I love being inspired	ILoveRandomThing	ChitChat
I love church	ILoveRandomThing	ChitChat
I love avocado toast	ILoveRandomThing	ChitChat
I love eating	ILoveRandomThing	ChitChat
I love chocolate	ILoveRandomThing	ChitChat
I love donuts	ILoveRandomThing	ChitChat
I love drawing	ILoveRandomThing	ChitChat
I love dreaming	ILoveRandomThing	ChitChat
I love driving my car	ILoveRandomThing	ChitChat
I love ducks	ILoveRandomThing	ChitChat
I love dogs	ILoveRandomThing	ChitChat
I love Easter	ILoveRandomThing	ChitChat
I love deer	ILoveRandomThing	ChitChat
I love EDM	ILoveRandomThing	ChitChat
I love emus	ILoveRandomThing	ChitChat
I love face masks	ILoveRandomThing	ChitChat
I love fantasy books	ILoveRandomThing	ChitChat
I love feeling happy	ILoveRandomThing	ChitChat
I love feeling sad	ILoveRandomThing	ChitChat
I love NYC	ILoveRandomThing	ChitChat
I love eagles	ILoveRandomThing	ChitChat
I love cougars	ILoveRandomThing	ChitChat
I love flirting	ILoveRandomThing	ChitChat
I love classical	ILoveRandomThing	ChitChat
I love clubbing	ILoveRandomThing	ChitChat
I love coffee	ILoveRandomThing	ChitChat
I love collecting things	ILoveRandomThing	ChitChat
I love coloring books	ILoveRandomThing	ChitChat
I love comedy	ILoveRandomThing	ChitChat
I love dolphins	ILoveRandomThing	ChitChat
I love cooking	ILoveRandomThing	ChitChat
I love Christmas	ILoveRandomThing	ChitChat
I love country	ILoveRandomThing	ChitChat
I love country music	ILoveRandomThing	ChitChat
I love cows	ILoveRandomThing	ChitChat
